author,author-pid,top_venue_count,total_weight,closeness_centrality,normalized_degree_centrality
Zhiqiang Xia,185/1067,0,76,0.2307758043757437,0.0077440391277766455
Che Zhu,205/3914,0,76,0.2307758043757437,0.0077440391277766455
Hongdiao Wen,195/5685,0,76,0.2307758043757437,0.0077440391277766455
Ruofan Zhou,205/3902,0,76,0.2307758043757437,0.0077440391277766455
Ch V. Sai Praveen,205/3931,0,76,0.2307758043757437,0.0077440391277766455
Abhinav Agarwalla,190/7006,0,76,0.2307758043757437,0.0077440391277766455
Arnav Kumar Jain,190/7826,0,76,0.2307758043757437,0.0077440391277766455
Rakesh Mehta,135/3263,0,76,0.2307758043757437,0.0077440391277766455
Karen O. Egiazarian,e/KOEgiazarian,0,76,0.2307758043757437,0.0077440391277766455
Ming Gu 0001,76/2502-1,0,76,0.2266375350404349,0.0077440391277766455
Cristóvão Cruz,141/6253,0,76,0.2307758043757437,0.0077440391277766455
Tiep Huu Vu,159/2041,0,76,0.2307758043757437,0.0077440391277766455
Hojjat Seyed Mousavi,117/0303,0,76,0.2307758043757437,0.0077440391277766455
Xuan-Phung Huynh,175/3790,0,76,0.2307758043757437,0.0077440391277766455
Yuchao Dai,65/7804,0,76,0.2307758043757437,0.0077440391277766455
Yujin Zhang,47/3138,0,76,0.2307758043757437,0.0077440391277766455
Deqing Sun,69/4250,0,76,0.2307758043757437,0.0077440391277766455
Jae Jun Yoo,141/8878,0,76,0.2307758043757437,0.0077440391277766455
Yu Zhao,57/2056,0,76,0.2307758043757437,0.0077440391277766455
Jinchang Xu,205/3875,0,76,0.2307758043757437,0.0077440391277766455
Yoseob Han,173/4627,0,76,0.2307758043757437,0.0077440391277766455
Xu Lin,33/3328,0,76,0.2307758043757437,0.0077440391277766455
Ming-Hsuan Yang 0001,79/3711,0,76,0.2307758043757437,0.0077440391277766455
Woong Bae,190/7538,0,76,0.2307758043757437,0.0077440391277766455
Heewon Kim,97/9880,0,76,0.2307758043757437,0.0077440391277766455
Bee Lim,203/8428,0,76,0.2307758043757437,0.0077440391277766455
Eirikur Agustsson,143/7107,0,76,0.2307758043757437,0.0077440391277766455
Luc Van Gool,61/5017,0,76,0.2307758043757437,0.0077440391277766455
Heiko Aydt,1432634,0,75,0.2422193069844349,0.007642143876095374
Sathursan Kanagarajah,264/0168,0,74,0.1614753446961597,0.007540248624414102
Teck Meng Lim,62/411,0,73,0.2267532381177994,0.007438353372732831
Kening Zhu,33/7597,0,73,0.22069328680098,0.007438353372732831
Qiong Wu 0001,54/4158-1,0,73,0.2739560335229718,0.007438353372732831
Agustina,94/957,0,73,0.2368227158054771,0.007438353372732831
Zhizheng Wu,29/8054,0,73,0.2411110526911366,0.007438353372732831
David Eckhoff,42/9851,0,73,0.2340769451874426,0.007438353372732831
Chao Li,66/190,0,72,0.2248347271542254,0.007336458121051559
Van Hai Do,125/2874,0,72,0.2481346388230013,0.007336458121051559
Prasanna Ravi,153/2475,0,72,0.2172695335046965,0.007336458121051559
Zhou Wang,28/2295,0,72,0.250020266531479,0.007336458121051559
Minghui Dong,32/6402,0,72,0.2716818441499656,0.007336458121051559
Étienne André,49/2992,0,72,0.2378736103785017,0.007336458121051559
Jie Fu,16/7565,0,72,0.2187908254074246,0.007336458121051559
Sunil Sivadas,73/9244,0,71,0.2497290782692535,0.0072345628693702875
Philipp Andelfinger,17/8472,0,71,0.2080518619146284,0.0072345628693702875
Xiao Lin 0001,09/1280-1,0,71,0.2543669331957954,0.0072345628693702875
Jakub Breier,05/10163,0,71,0.2164376626837596,0.0072345628693702875
Choong Seon Hong,73/1778,0,71,0.2200762360256384,0.0072345628693702875
Damon Wing Kee Wong,20/5565,0,71,0.2344741345740729,0.0072345628693702875
Farhad Merchant,141/0649,0,71,0.2165884377883808,0.0072345628693702875
Jiang Liu 0001,23/108-1,0,70,0.2528979196723773,0.007132667617689016
Dan Chen 0001,80/1035-1,0,70,0.2638878818920562,0.007132667617689016
Hwee Pink Tan,43/4600,0,70,0.2222551307779117,0.007132667617689016
David Sun,36/1075,0,69,0.2203257644086176,0.007030772366007744
Xinrun Wang,199/6413,0,69,0.2378190250852646,0.007030772366007744
Anthony Larcher,44/5405,0,69,0.2467267408207124,0.007030772366007744
Insik Shin,45/4154,0,69,0.1804327553870648,0.007030772366007744
Xiang-Yang Li 0001,l/XiangYangLi,0,69,0.2196486771071852,0.007030772366007744
S. K. Nandy,n/SKNandy,0,69,0.2164225967180987,0.007030772366007744
Hesuan Hu,96/7595,0,69,0.2358794495449667,0.007030772366007744
Chang Wen Chen,29/4638,0,68,0.2592883849930954,0.006928877114326473
Subhamoy Maitra,35/4372,0,68,0.2172012312307246,0.006928877114326473
Thi Nhu Quynh Kim,25/3032,0,67,0.2607781106690884,0.006826981862645201
Haijun Wang,46/1165,0,67,0.2228605135439902,0.006826981862645201
Haiyun Peng,201/5229,0,67,0.1888382291871728,0.006826981862645201
Nicolas Privault,83/9836,0,67,0.1922358811915916,0.006826981862645201
Rong Tong,09/1880,0,67,0.2518735437825832,0.006826981862645201
Feng Li 0002,92/2954-2,0,66,0.2336108666655802,0.006725086610963929
Mahinthan Chandramohan,45/8423,0,66,0.2715987791615817,0.006725086610963929
Tran Huy Dat,350390,0,66,0.2500403735133867,0.006725086610963929
Yerbolat Khassanov,142/3161,0,66,0.2348017237059401,0.006725086610963929
Xiao Liu,82/1364,0,65,0.2613150970290979,0.006623191359282657
Schubert Foo,f/SchubertFoo,0,65,0.250020266531479,0.006623191359282657
Hang Lv 0001,35/9853-1,0,65,0.2479268788686421,0.006623191359282657
Hengjie Song,65/657,0,65,0.2756440466733638,0.006623191359282657
Dilip K. Prasad,93/8841,0,65,0.2402725675774503,0.006623191359282657
See-Kiong Ng,00/5480,0,65,0.2905590415823753,0.006623191359282657
Hai Jiang 0001,15/5983-1,0,64,0.2372564404938919,0.0065212961076013855
Md Meftahul Ferdaus,203/0155,0,64,0.2071646471516662,0.0065212961076013855
Rodolfo Zunino,23/3610,0,64,0.2162494887464585,0.0065212961076013855
Ville Hautamäki,75/5713,0,64,0.2466973755813859,0.0065212961076013855
Trung Ngo Trong,176/5378,0,64,0.2466973755813859,0.0065212961076013855
Matthew A. Garratt,38/616,0,64,0.2071577455743217,0.0065212961076013855
Ivan Kukanov,173/6521,0,64,0.2466973755813859,0.0065212961076013855
Simon See,62/6547,0,63,0.2672104356883852,0.006419400855920114
Xinyi Zhang,836133,0,63,0.2414387128287483,0.006419400855920114
Shengchao Qin,q/ShengchaoQin,0,63,0.2747185354055407,0.006419400855920114
Angela Goh,g/AngelaGoh,0,63,0.2840682525767206,0.006419400855920114
Anoop Kumar Krishna,56/954,0,63,0.199175337889315,0.006419400855920114
Abhik Banerjee,305496,0,63,0.2559584279618183,0.006419400855920114
Hongfei Fan,17/7704,0,63,0.2481346388230013,0.006419400855920114
Goutam Paul 0001,67/1220,0,63,0.2164678009087382,0.006419400855920114
Wenjie Zhang 0003,98/5684-3,0,63,0.2090661348520463,0.006419400855920114
Paolo Gastaldo,42/312,0,62,0.2162269298596708,0.006317505604238842
Yabin Zhang,70/6124,0,62,0.2571439107147636,0.006317505604238842
Subhasish Mitra,30/4561,0,62,0.1880273970821691,0.006317505604238842
H.-S. Philip Wong,48/6697,0,62,0.1880273970821691,0.006317505604238842
Tony F. Wu,161/0817,0,62,0.1880273970821691,0.006317505604238842
Songzheng Song,61/8725,0,61,0.2637983221154087,0.006215610352557571
Yuan Liu 0002,87/2948-2,0,61,0.281025627012447,0.006215610352557571
Long Xu,37/5269,0,61,0.2451509579698172,0.006215610352557571
Ranjani Narayan,56/10,0,61,0.2164075328497394,0.006215610352557571
Victor R. Lesser,l/VRLesser,0,61,0.2725391851728793,0.006215610352557571
Runsheng Yu,210/2646,0,60,0.1906153531023363,0.006113715100876299
Insup Lee,l/InsupLee,0,60,0.1527526296773217,0.006113715100876299
Xin Peng 0001,14/6370-1,0,60,0.2482931659840446,0.006113715100876299
Weiwen Zhang,23/2548,0,60,0.2549927847496274,0.006113715100876299
Manman Chen,129/8204,0,60,0.2383842840293047,0.006113715100876299
Zhehui Wang,2951678,0,60,0.2224141229309827,0.006113715100876299
Kun Zhu 0001,95/1161-1,0,60,0.2379282207348159,0.006113715100876299
Si Miao,243/9317,0,59,0.2248347271542254,0.0060118198491950275
Yongxin Zhu 0001,27/3343-1,0,59,0.2248347271542254,0.0060118198491950275
Xiao Huo,183/4316,0,59,0.2248347271542254,0.0060118198491950275
Anuj Badhwar,263/1766,0,59,0.2248347271542254,0.0060118198491950275
Chunhua Xiao,49/4409,0,59,0.1867287483530348,0.0060118198491950275
Ajay Pratap Singh,239/4362,0,59,0.2248347271542254,0.0060118198491950275
Avinash Upadhyay,230/2092,0,59,0.2248347271542254,0.0060118198491950275
Ankit Shukla,218/5708,0,59,0.2248347271542254,0.0060118198491950275
Rudrabha Mukhopadhyay,218/8868,0,59,0.2248347271542254,0.0060118198491950275
Santanu Chaudhury,31/2344,0,59,0.2248347271542254,0.0060118198491950275
Dheeraj Khanna,263/1760,0,59,0.2248347271542254,0.0060118198491950275
Megh Makwana,239/4041,0,59,0.2248347271542254,0.0060118198491950275
Meritxell Bach Cuadra,53/6044,0,59,0.0032776845256997,0.0060118198491950275
A. S. Mandal,18/6045,0,59,0.2248347271542254,0.0060118198491950275
M. Akin Yilmaz,254/8203,0,59,0.2248347271542254,0.0060118198491950275
Manoj Sharma,16/7689,0,59,0.2248347271542254,0.0060118198491950275
Shuhang Gu,126/1028,0,59,0.2248347271542254,0.0060118198491950275
Fatih Porikli,p/FatihMuratPorikli,0,59,0.2248347271542254,0.0060118198491950275
Yukang Ding,200/7992,0,59,0.2248347271542254,0.0060118198491950275
Dongliang He,167/0539,0,59,0.2248347271542254,0.0060118198491950275
Ratheesh Kalarot,124/2803,0,59,0.2248347271542254,0.0060118198491950275
Peng Yi,98/1202,0,59,0.2248347271542254,0.0060118198491950275
Zhongyuan Wang,84/6394,0,59,0.2248347271542254,0.0060118198491950275
Kui Jiang,124/2034,0,59,0.2248347271542254,0.0060118198491950275
Chonho Lee,66/6819,0,59,0.2554537034304664,0.0060118198491950275
Junjun Jiang,119/0230,0,59,0.2248347271542254,0.0060118198491950275
Jiayi Ma 0001,96/9989,0,59,0.2248347271542254,0.0060118198491950275
Hang Dong 0001,135/8614-1,0,59,0.2248347271542254,0.0060118198491950275
Zhe Hu,88/6765,0,59,0.2248347271542254,0.0060118198491950275
Dong Xu,582077,0,59,0.2619866883886418,0.0060118198491950275
Kwan-Young Kim,120/3921,0,59,0.2248347271542254,0.0060118198491950275
Yun Fu 0001,00/5815-1,0,59,0.2248347271542254,0.0060118198491950275
Chenliang Xu,117/4770,0,59,0.2248347271542254,0.0060118198491950275
A. Murat Tekalp,00/5029,0,59,0.2248347271542254,0.0060118198491950275
Shilei Wen,159/2939,0,59,0.2248347271542254,0.0060118198491950275
Cansu Korkmaz,263/1391,0,59,0.2248347271542254,0.0060118198491950275
Annamalai Narayanan,147/2783,0,59,0.2489990809636172,0.0060118198491950275
Dong Un Kang,254/2961,0,59,0.2248347271542254,0.0060118198491950275
Wan Du,28/9430,0,59,0.2405886423007202,0.0060118198491950275
Tarun Vatwani,177/6048,0,59,0.1845398281370018,0.0060118198491950275
Peng Chen 0027,27/7017-27,0,58,0.2179625661223461,0.005909924597513756
Virgil D. Gligor,20/2659,0,58,0.1999695796534736,0.005909924597513756
Yundong Cai,79/1730,0,58,0.2805438325695653,0.005909924597513756
Huiqi Li,40/4823,0,58,0.2423231381826278,0.005909924597513756
Frédérique E. Oggier,o/FrederiqueEOggier,0,58,0.184622013862546,0.005909924597513756
Boon-Chong Seet,80/3549,0,58,0.2640335462997076,0.005909924597513756
Zhiping Zeng,45/3333,0,57,0.2409708990081152,0.005808029345832484
Effie Chew,120/8258,0,57,0.2434711843737045,0.005808029345832484
Aung Aung Phyo Wai,08/162,0,57,0.2491088073433384,0.005808029345832484
Xu He,89/3991,0,57,0.1903178174304292,0.005808029345832484
Khasfariyati Razikin,97/637,0,57,0.2607781106690884,0.005808029345832484
Shiqian Wu,38/808,0,57,0.2637088231087538,0.005808029345832484
Pao-Ann Hsiung,94/6830,0,57,0.2379009124226954,0.005808029345832484
Kok-Leong Ong,68/6119,0,57,0.2695151720225561,0.005808029345832484
Peng Sun 0006,88/619-6,0,57,0.2472368513738783,0.005808029345832484
Huaqing Zhang,158/4825,0,56,0.2295659928712819,0.005706134094151213
Rundong Wang,254/1228,0,56,0.1906153531023363,0.005706134094151213
Linshan Jiang,183/1884,0,56,0.1806791622763951,0.005706134094151213
Tianjian Chen,32/6550,0,55,0.2564968877162238,0.005604238842469941
Xun Yi,94/4423,0,55,0.2353616218358976,0.005604238842469941
Wenyu Chen,54/2420,0,55,0.2224618649436324,0.005604238842469941
Jialong Han,92/7536,0,55,0.2626284600626943,0.005604238842469941
Edith Elkind,31/2621,0,55,0.2116420152106604,0.005604238842469941
Xiang Bai,59/2741,0,55,0.2014988350260665,0.005604238842469941
Ian Flint,143/7142,0,55,0.1864599852740536,0.005604238842469941
Wei Zhong,60/1416,0,55,0.2104031281350888,0.005604238842469941
Weiwen Jiang,151/4529,0,55,0.2268773368689584,0.005604238842469941
Zoltán Endre Rákossy,37/8121,0,54,0.2344918187232979,0.0055023435907886695
Lingyang Song,286018,0,54,0.2373379407978784,0.0055023435907886695
Cheng Peng Fu,54/799,0,54,0.2738233321108113,0.0055023435907886695
Yu Wang 0020,02/5889-20,0,54,0.2098847014177748,0.0055023435907886695
Chi-Hung Chi,89/3076,0,54,0.2327713576740441,0.0055023435907886695
Zhi Hao Lim,214/2295,0,53,0.2410269409242379,0.005400448339107398
Yuan Ye,33/6315,0,53,0.2194548808506939,0.005400448339107398
Yi Liu 0057,97/4626-57,0,53,0.214200966204079,0.005400448339107398
Jiliang Wang,75/3699,0,53,0.2209520679708778,0.005400448339107398
Long Ye,86/2624,0,53,0.2104031281350888,0.005400448339107398
Mustafa Khairallah,127/2364,0,53,0.1918740449550856,0.005400448339107398
Kebin Liu,62/5693,0,53,0.211620407327267,0.005400448339107398
Martin J. McKeown,15/78,0,53,0.2846664552693835,0.005400448339107398
Shuai Zhang 0007,71/208-7,0,53,0.2036101522234582,0.005400448339107398
Zhiwei Zeng,149/8306,0,53,0.2766373364580662,0.005400448339107398
Jianye Hao,21/7664,0,53,0.2576126459899086,0.005400448339107398
Patrick Le Callet,38/6666,0,52,0.2447553353107303,0.005298553087426126
Xiu-Ling Liu,30/5587,0,52,0.2046959657944701,0.005298553087426126
Qin Zhang 0009,45/47-9,0,52,0.2103960090984406,0.005298553087426126
Jun Zhang 0005,z/JunZhang5,0,52,0.2643927908884057,0.005298553087426126
Nicholas R. Jennings,j/NicholasRJennings,0,52,0.236166124151326,0.005298553087426126
Rosa Q. So,71/11286,0,52,0.2329021329976558,0.005298553087426126
Qiang Hu,93/5629,0,52,0.1907615439735072,0.005298553087426126
Chao Xu 0006,79/1442-6,0,52,0.1966992708349227,0.005298553087426126
Jie Yang 0028,12/1198-28,0,52,0.2524871710615727,0.005298553087426126
Giuseppe Carenini,30/3994,0,51,0.2183682416387278,0.005196657835744854
Suttinee Sawadsitang,169/1118,0,51,0.2302545378399027,0.005196657835744854
Surya Dharma Tio,95/4670,0,51,0.204749886364979,0.005196657835744854
Chunyang Chen,180/7246,0,51,0.2225972453518673,0.005196657835744854
Yukun Ma,169/7255,0,51,0.2312478262887472,0.005196657835744854
Pramod Kumar Meher,97/6785,0,51,0.216369882351662,0.005196657835744854
Jeffrey S. Rosenschein,r/JeffreySRosenschein,0,51,0.1790146835820018,0.005196657835744854
Andri Ashfahani,218/6513,0,51,0.2089747966428422,0.005196657835744854
Eric Anyung Shieh,117/4929,0,51,0.235477488881903,0.005196657835744854
C.-C. Jay Kuo,k/CCJayKuo,0,50,0.2449481623298043,0.005094762584063582
Changhuai You,00/3382,0,50,0.2468638710907306,0.005094762584063582
Alwen Tiu,t/AlwenTiu,0,50,0.2368046783542562,0.005094762584063582
Ryan K. L. Ko,75/11480,0,50,0.2412607297627226,0.005094762584063582
Steven Xia,58/1060,0,50,0.2481445408397946,0.005094762584063582
Stephanus Daniel Handoko,1771275,0,50,0.2610408483650734,0.005094762584063582
C. Forbes Dewey Jr.,82/10559,0,50,0.2445724306353752,0.005094762584063582
Qing Wang,97/6505,0,50,0.2409708990081152,0.005094762584063582
Manoranjan Paul,99/774,0,50,0.2693750670986144,0.005094762584063582
Zheng Hui Ernest Tan,174/3471,0,50,0.2049996389709034,0.005094762584063582
Dong Huang,94/3756,0,50,0.2747670915516068,0.005094762584063582
Shangxuan Tian,136/3997,0,50,0.2315492105345155,0.005094762584063582
Yongqing Zheng,23/7137,0,49,0.2705706226135416,0.004992867332382311
Lihui Chen,56/1277,0,49,0.2658055077756867,0.004992867332382311
Peng Yang,57/5443,0,49,0.2584585414566031,0.004992867332382311
Yang Li 0055,37/4190-55,0,49,0.1801817985252358,0.004992867332382311
Saravanan Ramanathan,539678,0,49,0.1803804150756944,0.004992867332382311
Allan NengSheng Zhang,128/0928,0,49,0.2641793716078007,0.004992867332382311
Xingce Wang,69/732,0,49,0.2837571437849965,0.004992867332382311
Chamari Priyange Edirisinghe,2080879,0,49,0.2206619605714838,0.004992867332382311
Zbigniew T. Kalbarczyk,18/5985,0,49,0.2181690424848927,0.004992867332382311
Michael R. Lyu,l/MichaelRLyu,0,49,0.24642363671651,0.004992867332382311
Jane You,y/JaneYou,0,49,0.2009778296349196,0.004992867332382311
Yongwang Zhao,70/2470,0,49,0.1918740449550856,0.004992867332382311
Suhaib A. Fahmy,83/2660,0,48,0.2265879841454802,0.004890972080701039
Yang Xia,35/2011,0,48,0.2542941172414188,0.004890972080701039
Rassul Ayani,1396383,0,48,0.2549196100891409,0.004890972080701039
Weimin Huang,42/5546,0,48,0.2410456273560652,0.004890972080701039
Christopher Kiekintveld,95/1694,0,48,0.23566489990542,0.004890972080701039
Huijuan Yang,59/1351,0,48,0.2406165711761178,0.004890972080701039
Tin Lay Nwe,19/2769,0,48,0.2572396495637452,0.004890972080701039
Xiang Ying,58/10532,0,48,0.2208422079377922,0.004890972080701039
Robert Kheng Leng Gay,55/311,0,48,0.2736185007878383,0.004890972080701039
Xiang Li,40/1491,0,48,0.2649222072641621,0.004890972080701039
Dimosthenis Karatzas,1683464,0,47,0.2259129536386708,0.0047890768290197675
Dudy Lim,25/889,0,47,0.2680744114892401,0.0047890768290197675
Jianjun Lei,09/267,0,47,0.2446590356037304,0.0047890768290197675
Ernest Kurniawan,23/1245,0,47,0.2070818585621558,0.0047890768290197675
Louis-Philippe Morency,31/739,0,47,0.2015380193460949,0.0047890768290197675
Amir Zadeh 0001,150/5010,0,47,0.2015380193460949,0.0047890768290197675
Zoebir Bong,99/10610,0,47,0.2538270082824889,0.0047890768290197675
Wenjie Zhang,98/5684,0,47,0.2531037955431623,0.0047890768290197675
Fan Zhang,21/3626,0,47,0.2661468091467391,0.0047890768290197675
Fei Fang,57/2878,0,47,0.235477488881903,0.0047890768290197675
Chin-Hui Lee,60/826,0,47,0.2549927847496274,0.0047890768290197675
Budhitama Subagdja,712133,0,47,0.2792587258680745,0.0047890768290197675
Imiyage Janaka Prasad Wijesena,28/2344,0,46,0.2205915090604283,0.004687181577338496
Lin Ma 0002,74/3608-2,0,46,0.2450543467548537,0.004687181577338496
Ayesha Khalid,33/10570,0,46,0.2172315824944773,0.004687181577338496
Jawad Haj-Yahya,218/1227,0,46,0.2263240782130815,0.004687181577338496
King Hong Cheung,418448,0,46,0.2009778296349196,0.004687181577338496
Francky Catthoor,61/3302,0,46,0.1879307920969661,0.004687181577338496
Lina Yao,56/6651,0,46,0.2181690424848927,0.004687181577338496
Vivekanand Gopalkrishnan,72/3859,0,46,0.2566980700505455,0.004687181577338496
Zhi Wang 0001,95/6543-1,0,46,0.254481442557987,0.004687181577338496
Shuang-Min Chen,121/8989,0,46,0.220834364972811,0.004687181577338496
Xiapu Luo,53/1565,0,46,0.1906270401258251,0.004687181577338496
Vinit Jakhetiya,27/9850,0,46,0.2678319356034119,0.004687181577338496
Yevgeniy Vorobeychik,70/2217,0,46,0.2677396791778004,0.004687181577338496
Giovanni De Micheli,d/GDeMicheli,0,46,0.1978697272610072,0.004687181577338496
Ashish James,18/8209,0,46,0.2021144786096474,0.004687181577338496
Neethu Robinson,118/5100,0,46,0.2363995608616337,0.004687181577338496
Juan Yi,129/8846,0,45,0.2268856149488967,0.004585286325657224
Juki Wirawan Tantra,36/5102,0,45,0.2727065191169378,0.004585286325657224
Bingshui Da,174/7703,0,45,0.2860677208862499,0.004585286325657224
Quan Chen,40/3858,0,45,0.2341474582559933,0.004585286325657224
Yiyuan Xie,76/8314,0,45,0.2224937043403612,0.004585286325657224
Ing Yann Soon,41/6129,0,45,0.2153507895724472,0.004585286325657224
Wei Jie,37/934,0,45,0.2637423781186925,0.004585286325657224
Chun Hui Suen,75/8503,0,45,0.2501711477673163,0.004585286325657224
Wenqing Cheng,31/1966,0,45,0.1881070287353484,0.004585286325657224
Yuanyuan Li 0001,41/5232-1,0,45,0.2643815496983169,0.004585286325657224
Zelei Liu,191/8685,0,45,0.2580616720162854,0.004585286325657224
Jing Jih Chin,175/5581,0,45,0.275741831799229,0.004585286325657224
Suchitra Sathyanarayana,57/355,0,44,0.217665011513036,0.004483391073975953
Frank Z. Xing,191/2446,0,44,0.2165507243219367,0.004483391073975953
Donglai Zhu,70/5222,0,44,0.2468050823141263,0.004483391073975953
Salman Khan,32/6735,0,44,0.2348549325416178,0.004483391073975953
Yuan Zhou 0005,40/7018-5,0,44,0.2358794495449667,0.004483391073975953
Vincent Gauthier,1139101,0,44,0.1997768440822596,0.004483391073975953
Yumei Zhang,318340,0,44,0.2348549325416178,0.004483391073975953
Fahad Shahbaz Khan,2453821,0,44,0.2348549325416178,0.004483391073975953
Vishal M. Chudasama,216/4089,0,44,0.2348549325416178,0.004483391073975953
Rahul Kumar Gupta,263/1603,0,44,0.2348549325416178,0.004483391073975953
Lipo Wang,56/1348,0,44,0.2672104356883852,0.004483391073975953
Su Jun Leow,125/2869,0,44,0.2494185571739767,0.004483391073975953
Heena Patel,263/1688,0,44,0.2348549325416178,0.004483391073975953
Kishor P. Upla,60/10346,0,44,0.2348549325416178,0.004483391073975953
Jia Yu 0002,86/3457-2,0,44,0.2478083150242862,0.004483391073975953
Yi Xu,14/5580,0,44,0.2743307031766186,0.004483391073975953
Qingwen He,263/1072,0,44,0.2348549325416178,0.004483391073975953
Wei Zhang 0082,10/4661-82,0,44,0.2674172815939626,0.004483391073975953
Shuji Hao,44/10349,0,44,0.2814835928162787,0.004483391073975953
Qingxu Deng,95/63,0,44,0.2157992035018016,0.004483391073975953
Xiaobo Shen 0001,136/1805,0,44,0.2535165545052354,0.004483391073975953
Dongwon Park,55/11454,0,44,0.2348549325416178,0.004483391073975953
Jisoo Kim,77/2107,0,44,0.2348549325416178,0.004483391073975953
Guo Li,35/1964,0,44,0.2348549325416178,0.004483391073975953
Hyeonjun Sim,230/2044,0,44,0.2348549325416178,0.004483391073975953
Dapeng Oliver Wu,88/1600,0,44,0.2506652980571779,0.004483391073975953
Syed Waqas Zamir,140/7811,0,44,0.2348549325416178,0.004483391073975953
Mohammad Tofighi,39/8776,0,44,0.2348549325416178,0.004483391073975953
Jun Lin,55/1226,0,44,0.2733058214180913,0.004483391073975953
Xuehong Tao,51/5447,0,44,0.2726108745683653,0.004483391073975953
Jeonghun Kim,96/9913,0,44,0.2348549325416178,0.004483391073975953
Ke Pan,95/5257,0,44,0.2501007138681742,0.004483391073975953
Ruitao Feng,39/10651,0,44,0.2396983289223812,0.004483391073975953
Aditya Arora,230/3630,0,44,0.2348549325416178,0.004483391073975953
Longbiao Wang,74/3148,0,44,0.2446109141616936,0.004483391073975953
H. Vincent Poor,p/HVincentPoor,0,44,0.2364984615260493,0.004483391073975953
Kasun Karunanayaka,42/7599,0,44,0.2207011197481602,0.004483391073975953
Yifeng Zeng,50/1401,0,43,0.2825836877484396,0.004381495822294681
Zehua Liu,l/ZehuaLiu,0,43,0.2695852791513229,0.004381495822294681
Anubhab Baksi,160/3845,0,43,0.2198428159414677,0.004381495822294681
Jung-jae Kim,21/4791,0,43,0.268688331197529,0.004381495822294681
Markus Kirchberg,k/MarkusKirchberg,0,43,0.2195633646023944,0.004381495822294681
Sivadon Chaisiri,49/7684,0,43,0.2599169891700557,0.004381495822294681
Abdul Wahab,45/4163,0,43,0.2344918187232979,0.004381495822294681
Hongjie Chen,80/4761,0,43,0.2479169942151508,0.004381495822294681
Tanja Schultz,s/TanjaSchultz,0,43,0.2541486103283776,0.004381495822294681
Chaojie Gu,211/7582,0,43,0.1819799253410715,0.004381495822294681
Qiaohong Li,150/8458,0,43,0.2492885683492789,0.004381495822294681
Swaminathan Ramabadran,199/9811,0,43,0.1992008601007308,0.004381495822294681
